Source,Frame,origX,origY,origValue,Error,Noise,SNR,Background,Signal,Angle,X,Y,X SD,Y SD,Precision (nm)
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2386,30,32,34668,0.666422,2688.49,232.835,14402.7,625975,0,30.7231,33.0359,2.28605,2.28605,19.2061
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2394,31,34,30743,0.708012,2653.31,167.148,15701.7,443496,0,31.6835,34.129,1.9417,1.9417,19.4199
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2390,30,33,38988,0.640556,2722.45,178.065,16057.3,484773,0,30.85,33.9128,2.03056,2.03056,19.8536
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2396,30,33,30033,0.726338,2583.6,259.481,14305.2,670394,0,30.7498,33.8325,2.34446,2.34446,18.1987
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2415,32,34,38663,0.702238,2712.99,119.73,17813,324827,0,32.1832,34.8939,1.58189,1.58189,18.2285
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2464,30,33,36385,0.666436,2661.06,409.158,11095,1088800,0,30.7329,33.9021,2.93097,2.93097,17.9272
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2486,31,33,31099,0.723118,2588.55,238.318,13619.5,616896,0,31.3488,34.0725,2.22931,2.22931,17.9557
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2485,32,34,30749,0.637487,2574.9,342.212,12908.2,881161,0,31.9329,34.4829,2.75368,2.75368,18.923
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2519,30,34,36366,0.659668,2602.41,153.964,16885.5,400679,0,30.3934,34.1307,1.79258,1.79258,18.1181
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2545,32,34,32564,0.702034,2621.34,170.869,15309.7,447905,0,32.0044,34.1455,1.90826,1.90826,18.4225
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2575,31,33,34590,0.648934,2715.46,296.912,12563.6,806252,0,31.439,33.579,2.52961,2.52961,18.4175
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2577,31,34,25876,0.512127,2721.88,434.988,10344.3,1183990,0,31.4664,34.1629,3.19271,3.19271,19.8554
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2568,30,33,38452,0.67125,2587.14,193.688,14920.5,501096,0,30.8678,33.2465,2.12074,2.12074,19.9218
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2581,32,34,33979,0.691971,2668.77,140.737,15996.4,375594,0,32.1609,34.0406,1.78445,1.78445,19.5457
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2586,31,33,35939,0.565188,2625.99,374.399,12421.7,983169,0,31.3395,33.8998,2.87445,2.87445,18.8161
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2587,31,33,40487,0.590416,2620.25,186,16784.6,487365,0,31.2997,33.3844,2.05403,2.05403,19.4926
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2607,31,33,33936,0.664885,2665.38,364.133,13250.2,970554,0,31.2817,34.0038,2.72248,2.72248,17.4312
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2606,31,33,32973,0.666083,2639.43,302.088,14518.7,797341,0,31.1832,33.954,2.53292,2.53292,18.1869
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2631,30,33,38678,0.585218,2611.5,494.376,10871.7,1291060,0,30.7406,33.8888,3.17038,3.17038,17.3823
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2626,31,34,32977,0.646054,2591.17,265.432,13675.5,687781,0,31.227,34.215,2.45295,2.45295,19.3836
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2645,31,34,23651,0.551472,2607.55,572.663,8392.95,1493250,0,31.046,34.6059,3.50535,3.50535,18.2693
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2641,31,33,35653,0.78773,2636.26,179.323,15750.6,472742,0,31.5889,33.7118,1.81567,1.81567,16.0471
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2648,30,33,39757,0.724214,2643.3,228.419,15498.3,603780,0,30.9475,34.0208,2.15205,2.15205,17.4841
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2667,32,34,35006,0.715405,2666.89,295.148,13475.4,787127,0,31.9164,34.1486,2.55266,2.55266,18.8572
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2700,31,34,33237,0.704697,2625.95,143.306,16882.2,376315,0,31.1844,34.1251,1.75629,1.75629,18.6671
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2729,31,33,32895,0.752936,2581.86,213.15,16074.5,550324,0,31.7293,33.9756,2.01071,2.01071,16.4759
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2743,31,33,28513,0.620403,2649.88,320.515,13664.9,849326,0,31.2351,33.4899,2.63162,2.63162,18.4674
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2744,31,33,28673,0.615101,2650.96,442.185,9885.39,1172210,0,31.4387,33.8211,3.15804,3.15804,19.1703
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2748,31,33,30496,0.612778,2651.35,380.605,10389.2,1009120,0,31.2862,33.7669,2.95149,2.95149,19.4626
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2739,31,33,38675,0.651223,2566.39,287.378,14322.6,737525,0,31.2901,33.6705,2.43532,2.43532,17.742
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2759,29,33,37979,0.67809,2617.11,159.412,15841.3,417200,0,30.0625,33.7927,1.83069,1.83069,18.221
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2776,31,33,30479,0.723139,2543.47,216.109,13460.2,549668,0,31.418,34.0965,2.20032,2.20032,19.2449
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2785,31,33,36790,0.714373,2645.7,190.744,14975.4,504652,0,31.137,33.8134,2.01199,2.01199,18.3021
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2788,31,33,28116,0.665788,2632.24,361.699,12224.5,952078,0,30.8344,33.5536,2.85941,2.85941,19.2511
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2813,30,33,33299,0.657916,2564.87,370.894,11891.7,951293,0,30.4495,33.7829,2.86339,2.86339,18.8697
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2810,31,33,36581,0.695609,2565.57,215.307,14158.4,552387,0,31.5332,33.5959,2.21428,2.21428,19.5349
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2812,31,34,33725,0.78807,2586.46,216.255,14735,559333,0,31.0855,34.0172,2.04607,2.04607,16.7839
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2821,31,34,35836,0.651644,2589.81,132.194,16962.6,342358,0,31.263,34.6486,1.72313,1.72313,19.4714
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2845,31,33,28960,0.680128,2571.75,228.556,15505.4,587788,0,31.3165,33.9797,2.26204,2.26204,19.2056
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2844,31,33,36656,0.735392,2594.63,248.353,15472.2,644384,0,31.6514,33.9002,2.30334,2.30334,18.3505
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2851,31,34,36163,0.730447,2593.91,359.946,12457.1,933666,0,31.4873,34.2533,2.60153,2.60153,16.2109
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2829,31,34,31534,0.642869,2601.3,222.094,16353.8,577734,0,31.0538,34.3153,2.23766,2.23766,19.33
POM121-mCherry_EGFP_CR_Wed Apr  3 2024_21.56.52_278.tif: x0 y0 w64 h64,2862,31,34,25452,0.608116,2522.53,174.664,16056.1,440594,0,31.0875,34.0984,1.99665,1.99665,19.6651
